Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)
1206	106	1206	59
1207	106	1207	59
1208	106	1208	60
1209	106,1	1209	59
1210	106,1	1210	60
1211	106,3	1211	61
1212	106,3	1212	61
1213	106,4	1213	61
1214	106,4	1214	62
1215	106,5	1215	62
1216	106,5	1216	61
1217	106,5	1217	61
1218	106,6	1218	62
1219	106,6	1219	63
1220	106,8	1220	63
1221	106,9	1221	63
1222	106,9	1222	63
1223	107	1223	63
1224	107	1224	64
1225	107	1225	65
1226	107,1	1226	64
1227	107,1	1227	63
1228	107,3	1228	64
1229	107,3	1229	64
1230	107,4	1230	65
1231	107,5	1231	65
1232	107,5	1232	65
1233	107,5	1233	66
1234	107,5	1234	66
1235	107,6	1235	66
1236	107,8	1236	66
1237	107,8	1237	66
1238	107,9	1238	67
1239	108	1239	67
1240	108	1240	68
1241	108	1241	68
1242	108,1	1242	67
1243	108,3	1243	68
1244	108,4	1244	68
1245	108,5	1245	69
1246	108,5	1246	68
1247	108,5	1247	68
1248	108,5	1248	68
1249	108,6	1249	69
1250	108,8	1250	69
1251	108,8	1251	69
1252	108,9	1252	69
1253	109	1253	69
1254	109	1254	69
1255	109	1255	70
1256	109	1256	70
1257	109,1	1257	71
1258	109,3	1258	71
1259	109,3	1259	71
1260	109,4	1260	71
1261	109,4	1261	71
1262	109,5	1262	72
1263	109,5	1263	72
1264	109,5	1264	72
1265	109,6	1265	72
1266	109,6	1266	72
1267	109,8	1267	73
1268	109,8	1268	73
1269	109,9	1269	74
1270	110	1270	74
1271	110	1271	73
1272	110	1272	74
1273	110,1	1273	74
1274	110,1	1274	74
1275	110,3	1275	75
1276	110,3	1276	75
1277	110,4	1277	76
1278	110,4	1278	76
1279	110,5	1279	76
1280	110,5	1280	76
1281	110,5	1281	76
1282	110,6	1282	77
1283	110,8	1283	77
1284	110,8	1284	77
1285	110,9	1285	78
1286	111	1286	78
1287	111	1287	77
1288	111	1288	77
1289	111,1	1289	78
1290	111,3	1290	78
1291	111,3	1291	78
1292	111,4	1292	78
1293	111,5	1293	79
1294	111,5	1294	79
1295	111,5	1295	80
1296	111,6	1296	80
1297	111,8	1297	80
1298	111,8	1298	81
1299	111,9	1299	81
1300	112	1300	82
1301	112	1301	81
1302	112	1302	82
1303	112	1303	82
1304	112,1	1304	81
1305	112,3	1305	81
1306	112,4	1306	82
1307	112,4	1307	82
1308	112,5	1308	83
1309	112,5	1309	84
1310	112,5	1310	85
1311	112,6	1311	84
1312	112,8	1312	84
1313	112,8	1313	84
1314	112,9	1314	83
1315	113	1315	84
1316	113	1316	85
1317	113	1317	85
1318	113	1318	85
